Date , AIT101 NTU , AIT301 ppm , AIT401 NTU , FIT101 Lpm , FIT210 Lpm , FIT230 Lpm , FIT250 Lpm , FIT401 Lpm , PT100 psi , PT101 psi , PT151 psi , PT161 psi , PT171 psi , PT301 psi , PT302 psi
2024-01-01 12:23:01 AM,9.979383,0,0,8.347801,8.340568,8.344184,-1.446759E-02,6.213831,88.41689,87.29998,0,86.72834,87.96079,0,9.765625E-02
2024-01-01 12:24:01 AM,9.979022,0,0,8.340568,8.340568,8.438224,-2.531829E-02,6.358507,88.81293,87.56221,0,86.96958,88.22826,0,0.0922309
2024-01-01 12:25:01 AM,9.979383,0,0,8.239294,8.268229,8.358651,-1.446759E-02,6.148727,87.9069,86.77029,0,86.15144,87.44158,0,8.680556E-02
2024-01-01 12:26:01 AM,9.979745,0,0,8.23206,8.271846,8.376737,-1.446759E-02,6.304254,88.38433,87.20034,0,86.43989,87.75101,0,0.1193576
2024-01-01 12:27:01 AM,9.979022,0,0,8.38397,8.38397,8.347801,-1.085069E-02,6.336805,88.70442,87.54648,0,86.9014,88.1968,0,8.680556E-02
2024-01-01 12:28:01 AM,9.979383,0,0,8.28993,8.308015,8.347801,-1.446759E-02,6.44893,88.51997,87.45732,0,86.87518,88.06568,0,8.138021E-02
2024-01-01 12:29:01 AM,9.979745,0,0,8.304399,8.308015,8.347801,-1.446759E-02,6.383825,88.227,87.05874,0,86.40842,87.68808,0,9.765625E-02
2024-01-01 12:30:01 AM,9.979383,0,0,8.355035,8.340568,8.434607,-1.085069E-02,6.177662,88.79123,87.52026,0,86.91189,88.20204,0,5.967882E-02
2024-01-01 12:31:01 AM,9.979745,0,0,8.362268,8.344184,8.39482,-1.446759E-02,5.761719,88.52539,87.44158,0,86.84895,88.11813,0,8.138021E-02
2024-01-01 12:32:01 AM,9.979745,0,0,8.344184,8.376737,8.402055,-1.446759E-02,5.787037,88.79123,87.64088,0,87.07447,88.34888,0,0.1193576
2024-01-01 12:33:01 AM,9.979745,0,0,8.347801,8.376737,8.347801,-1.446759E-02,5.790654,88.77496,87.5727,0,87.02203,88.27547,0,7.052951E-02
2024-01-01 12:34:01 AM,9.980107,0,0,8.293548,8.268229,8.318866,-1.446759E-02,5.881076,88.02625,86.78078,0,86.24584,87.50452,0,8.680556E-02
2024-01-01 12:35:01 AM,9.979383,0,0,8.308015,8.304399,8.264612,-1.808449E-02,5.942564,88.30296,87.14265,0,86.5238,87.79822,0,7.052951E-02
2024-01-01 12:36:01 AM,9.979022,0,0,8.38397,8.340568,8.322482,-1.808449E-02,5.881076,88.63932,87.37341,0,86.77554,88.03421,0,8.138021E-02
2024-01-01 12:37:01 AM,9.979383,0,0,8.318866,8.304399,8.373119,-1.085069E-02,5.920862,88.33008,87.3839,0,86.79651,88.0447,0,8.680556E-02
2024-01-01 12:38:01 AM,9.980107,0,0,8.275463,8.308015,8.39482,-1.446759E-02,5.906394,88.227,87.21607,0,86.61819,87.88737,0,8.680556E-02
2024-01-01 12:39:01 AM,9.978298,0,0,8.311632,8.300781,8.39482,-1.808449E-02,5.9932,88.66103,87.42586,0,86.81225,88.08666,0,7.052951E-02
2024-01-01 12:40:01 AM,9.979745,0,0,8.282697,8.268229,8.311632,-1.808449E-02,6.083622,88.25413,87.20034,0,86.47136,87.74577,0,0.0922309
2024-01-01 12:41:01 AM,9.979383,0,0,8.308015,8.304399,8.344184,-2.531829E-02,5.924479,88.09136,86.9958,0,86.45562,87.67234,0,0.1085069
2024-01-01 12:42:01 AM,9.979383,0,0,8.355035,8.340568,8.380353,-1.446759E-02,6.014902,88.66103,87.45207,0,86.82798,88.11813,0,8.680556E-02
2024-01-01 12:43:01 AM,9.979383,0,0,8.235678,8.275463,8.43099,-1.446759E-02,6.09809,88.51997,87.28426,0,86.66541,87.92408,0,8.680556E-02
2024-01-01 12:44:01 AM,9.979022,0,0,8.275463,8.311632,8.391204,-1.085069E-02,5.975116,88.93229,87.79297,0,87.22131,88.45378,0,0.1085069
2024-01-01 12:45:01 AM,9.979022,0,0,8.420138,8.376737,8.38397,-1.808449E-02,6.166811,89.11675,87.86115,0,87.29475,88.56391,0,8.138021E-02
2024-01-01 12:46:01 AM,9.979022,0,0,8.38397,8.340568,8.358651,-1.808449E-02,6.23915,88.92144,87.8559,0,87.24754,88.48524,0,0.0922309
2024-01-01 12:47:01 AM,9.979745,0,0,8.355035,8.344184,8.43099,-1.808449E-02,6.405526,89.16558,87.89786,0,87.22656,88.48524,0,8.680556E-02
2024-01-01 12:48:01 AM,9.979383,0,0,8.318866,8.340568,8.409288,-1.446759E-02,5.978733,89.0191,87.64612,0,87.02203,88.35938,0,8.138021E-02
2024-01-01 12:49:01 AM,9.979745,0,0,8.159722,8.195891,8.391204,-1.446759E-02,6.170428,88.39519,87.32097,0,86.71785,87.92932,0,9.765625E-02
2024-01-01 12:50:01 AM,9.979022,0,0,8.275463,8.268229,8.311632,-2.531829E-02,6.051071,88.40603,87.33145,0,86.74931,88.00275,0,0.0922309
2024-01-01 12:51:01 AM,9.979022,0,0,8.235678,8.268229,8.358651,-1.446759E-02,6.268085,88.44944,87.27901,0,86.69687,87.92408,0,8.680556E-02
2024-01-01 12:52:01 AM,9.979383,0,0,8.268229,8.286314,8.398438,-1.446759E-02,6.293403,88.25413,87.24229,0,86.62868,87.87688,0,0.1139323
2024-01-01 12:53:01 AM,9.979383,0,0,8.347801,8.308015,8.311632,-1.446759E-02,5.338542,88.5471,87.42586,0,86.79651,88.0552,0,6.510416E-02
2024-01-01 12:54:01 AM,9.979745,0,0,8.268229,8.268229,8.43099,-2.531829E-02,5.537471,88.68272,87.40488,0,86.78603,88.08142,0,7.052951E-02
2024-01-01 12:55:01 AM,9.979022,0,0,8.340568,8.340568,8.427373,-1.808449E-02,5.353009,88.6339,87.58843,0,86.9958,88.26497,0,0.0922309
2024-01-01 12:56:01 AM,9.979383,0,0,8.304399,8.308015,8.304399,-1.808449E-02,5.465133,88.6773,87.59367,0,86.98532,88.22302,0,5.967882E-02
2024-01-01 12:57:01 AM,9.979745,0,0,8.318866,8.340568,8.362268,-2.531829E-02,5.396412,88.92144,87.75626,0,87.16363,88.42231,0,0.0922309
2024-01-01 12:58:01 AM,9.979022,0,0,8.268229,8.308015,8.434607,-1.446759E-02,5.660446,88.61219,87.59367,0,87.02203,88.27547,0,7.052951E-02
2024-01-01 12:59:01 AM,9.979745,0,0,8.271846,8.308015,8.355035,-1.808449E-02,5.57364,88.62847,87.56746,0,86.92763,88.17581,0,8.680556E-02
2024-01-01 1:00:01 AM,9.98083,0,0,8.300781,8.340568,8.340568,-1.808449E-02,5.580874,88.54167,87.48354,0,86.84895,88.08142,0,8.680556E-02
2024-01-01 1:01:01 AM,9.977937,0,0,8.347801,8.340568,8.362268,-1.085069E-02,5.645978,88.62305,87.58318,0,86.95385,88.16533,0,7.052951E-02
2024-01-01 1:02:01 AM,9.980107,0,0,8.38397,8.380353,8.38397,-1.446759E-02,5.551939,88.82921,87.60941,0,87.06399,88.30693,0,9.765625E-02
2024-01-01 1:03:01 AM,9.98083,0,0,8.355035,8.344184,8.402055,-1.808449E-02,5.609809,88.75867,87.56746,0,86.9014,88.14436,0,5.967882E-02
2024-01-01 1:04:01 AM,9.979383,0,0,8.308015,8.311632,8.39482,-1.808449E-02,5.714699,88.74783,87.58843,0,86.95385,88.20204,0,6.510416E-02
2024-01-01 1:05:01 AM,9.979022,0,0,8.271846,8.304399,8.409288,-1.446759E-02,5.696614,88.6339,87.3839,0,86.7598,88.01848,0,8.138021E-02
2024-01-01 1:06:01 AM,9.979383,0,0,8.286314,8.308015,8.362268,-1.085069E-02,5.797888,88.70985,87.55696,0,86.92763,88.17581,0,7.052951E-02
2024-01-01 1:07:01 AM,9.979383,0,0,8.355035,8.340568,8.329717,-1.085069E-02,5.870225,88.92687,87.74577,0,87.14265,88.38035,0,8.680556E-02
2024-01-01 1:08:01 AM,9.978298,0,0,8.308015,8.344184,8.391204,-1.808449E-02,5.779803,89.0625,87.95554,0,87.35243,88.61636,0,0.1085069
2024-01-01 1:09:01 AM,9.979022,0,0,8.311632,8.311632,8.39482,-1.446759E-02,5.866609,88.62847,87.41013,0,86.89091,88.11288,0,8.138021E-02
2024-01-01 1:10:01 AM,9.978298,0,0,8.308015,8.304399,8.347801,-1.808449E-02,5.844907,88.5471,87.22131,0,86.68113,87.9503,0,8.680556E-02
2024-01-01 1:11:01 AM,9.979745,0,0,8.311632,8.355035,8.391204,-1.446759E-02,5.895544,88.82921,87.59367,0,87.03777,88.27022,0,0.1085069
2024-01-01 1:12:01 AM,9.979022,0,0,8.322482,8.344184,8.391204,-1.446759E-02,6.112558,88.69358,87.37341,0,86.69687,88.00275,0,8.138021E-02
2024-01-01 1:13:01 AM,9.979383,0,0,8.347801,8.340568,8.358651,-1.808449E-02,5.667679,88.61219,87.70381,0,87.04825,88.27022,0,0.1085069
2024-01-01 1:14:01 AM,9.979383,0,0,8.275463,8.344184,8.43099,-1.446759E-02,5.797888,89.0408,87.77724,0,87.16363,88.42231,0,8.680556E-02
2024-01-01 1:15:01 AM,9.979383,0,0,8.311632,8.340568,8.398438,-2.531829E-02,5.848525,88.99197,87.69333,0,87.06399,88.35938,0,8.138021E-02
2024-01-01 1:16:01 AM,9.980107,0,0,8.38397,8.376737,8.358651,-1.808449E-02,5.859375,88.71528,87.54124,0,86.87518,88.16008,0,8.138021E-02
2024-01-01 1:17:01 AM,9.979383,0,0,8.340568,8.33695,8.39482,-1.446759E-02,5.826823,88.74241,87.69333,0,87.03777,88.29644,0,0.0922309
2024-01-01 1:18:01 AM,9.979383,0,0,8.39482,8.380353,8.416522,-2.531829E-02,5.87746,89.09505,87.88737,0,87.17412,88.45901,0,0.0922309
2024-01-01 1:19:01 AM,9.979383,0,0,8.358651,8.344184,8.344184,-1.446759E-02,6.130642,89.14931,88.10764,0,87.47829,88.72649,0,8.680556E-02
2024-01-01 1:20:01 AM,9.979745,0,0,8.355035,8.340568,8.355035,-1.808449E-02,5.920862,88.79123,87.58843,0,86.98532,88.22826,0,8.138021E-02
2024-01-01 1:21:01 AM,9.98083,0,0,8.344184,8.376737,8.39482,-1.446759E-02,6.166811,88.95399,87.85066,0,87.20559,88.42231,0,8.680556E-02
2024-01-01 1:22:01 AM,9.979745,0,0,8.355035,8.340568,8.362268,-1.446759E-02,5.881076,88.75867,87.54124,0,86.89091,88.16533,0,8.138021E-02
2024-01-01 1:23:01 AM,9.979022,0,0,8.358651,8.340568,8.412905,-1.808449E-02,6.159577,89.07336,87.98701,0,87.38914,88.64258,0,8.138021E-02
2024-01-01 1:24:01 AM,9.978298,0,0,8.355035,8.340568,8.416522,-1.808449E-02,6.043837,88.80209,87.8559,0,87.20559,88.45378,0,8.680556E-02
2024-01-01 1:25:01 AM,9.979745,0,0,8.311632,8.326099,8.402055,-1.446759E-02,6.043837,88.70442,87.67234,0,87.03777,88.29119,0,7.052951E-02
2024-01-01 1:26:01 AM,9.978298,0,0,8.358651,8.340568,8.398438,-1.446759E-02,6.094473,88.93229,87.87164,0,87.20559,88.47475,0,7.052951E-02
2024-01-01 1:27:01 AM,9.979745,0,0,8.391204,8.373119,8.355035,-2.893518E-02,6.09809,88.91059,87.74577,0,87.22656,88.49049,0,6.510416E-02
2024-01-01 1:28:01 AM,9.979745,0,0,8.355035,8.340568,8.355035,-2.531829E-02,6.155961,88.98655,87.75101,0,87.17937,88.43279,0,7.052951E-02
2024-01-01 1:29:01 AM,9.979383,0,0,8.344184,8.344184,8.347801,-1.808449E-02,6.213831,88.98655,87.71955,0,87.08496,88.3856,0,0.0922309
2024-01-01 1:30:01 AM,9.979383,0,0,8.308015,8.347801,8.434607,-1.446759E-02,6.206597,88.74783,87.60941,0,86.96433,88.23875,0,6.510416E-02
2024-01-01 1:31:01 AM,9.979745,0,0,8.344184,8.340568,8.355035,-1.446759E-02,6.45978,88.7858,87.66186,0,86.98532,88.27022,0,7.052951E-02
2024-01-01 1:32:01 AM,9.979745,0,0,8.38397,8.344184,8.391204,-1.808449E-02,6.224682,88.92144,87.70381,0,87.09545,88.35413,0,8.680556E-02
2024-01-01 1:33:01 AM,9.979745,0,0,8.420138,8.380353,8.391204,-2.531829E-02,6.293403,89.12218,88.03946,0,87.41013,88.68454,0,7.052951E-02
2024-01-01 1:34:01 AM,9.979745,0,0,8.347801,8.344184,8.427373,-1.085069E-02,6.119792,89.25239,88.01848,0,87.50977,88.75271,0,0.0922309
2024-01-01 1:35:01 AM,9.98083,0,0,8.318866,8.304399,8.438224,-1.446759E-02,6.282552,89.05708,88.09715,0,87.38914,88.67405,0,6.510416E-02
2024-01-01 1:36:01 AM,9.979383,0,0,8.347801,8.355035,8.347801,-1.446759E-02,6.329571,88.91059,87.71955,0,87.09021,88.36987,0,8.680556E-02
2024-01-01 1:37:01 AM,9.979022,0,0,8.38397,8.38397,8.362268,-1.446759E-02,6.221065,89.04623,87.70381,0,87.10069,88.36987,0,9.765625E-02
2024-01-01 1:38:01 AM,9.979745,0,0,8.344184,8.308015,8.33695,-1.446759E-02,6.351274,88.7858,87.65137,0,87.04825,88.34364,0,9.765625E-02
2024-01-01 1:39:01 AM,9.979745,0,0,8.380353,8.38397,8.347801,-1.808449E-02,6.351274,88.97569,87.85066,0,87.1479,88.45901,0,0.0922309
2024-01-01 1:40:01 AM,9.979383,0,0,8.311632,8.340568,8.398438,-1.085069E-02,6.184896,88.68272,87.52026,0,86.88042,88.16008,0,0.0922309
2024-01-01 1:41:01 AM,9.980107,0,0,8.268229,8.304399,8.344184,-1.808449E-02,6.35489,88.6773,87.44158,0,86.98007,88.17058,0,7.052951E-02
2024-01-01 1:42:01 AM,9.979022,0,0,8.355035,8.311632,8.481627,-1.446759E-02,6.391059,88.77496,87.6199,0,87.01678,88.3279,0,7.052951E-02
2024-01-01 1:43:01 AM,9.979022,0,0,8.38397,8.376737,8.438224,-1.446759E-02,6.430845,89.14931,87.83493,0,87.29475,88.57964,0,8.138021E-02
2024-01-01 1:44:01 AM,9.979745,0,0,8.311632,8.340568,8.39482,-1.446759E-02,6.347656,88.81293,87.60941,0,86.96958,88.244,0,5.425347E-02
2024-01-01 1:45:01 AM,9.979383,0,0,8.391204,8.344184,8.438224,-1.808449E-02,6.376591,88.92687,87.79297,0,87.17412,88.42756,0,8.680556E-02
2024-01-01 1:46:01 AM,9.979383,0,0,8.308015,8.308015,8.391204,-1.446759E-02,6.372975,88.60135,87.48879,0,86.83323,88.0919,0,8.138021E-02
2024-01-01 1:47:01 AM,9.979383,0,0,8.318866,8.304399,8.445457,-1.808449E-02,6.593605,88.93771,87.78248,0,87.17412,88.42231,0,8.680556E-02
2024-01-01 1:48:01 AM,9.979383,0,0,8.322482,8.304399,8.438224,-1.446759E-02,6.474247,88.93771,87.87164,0,87.23181,88.48,0,8.138021E-02
2024-01-01 1:49:01 AM,9.979745,0,0,8.355035,8.376737,8.38397,-1.446759E-02,6.557436,89.00825,87.79822,0,87.25803,88.50098,0,8.138021E-02
2024-01-01 1:50:01 AM,9.979022,0,0,8.43099,8.38397,8.43099,-1.446759E-02,6.44893,89.26324,88.06044,0,87.35243,88.65831,0,5.967882E-02
2024-01-01 1:51:01 AM,9.979383,0,0,8.344184,8.308015,8.470776,-1.808449E-02,6.492332,88.89974,87.75626,0,87.1479,88.42756,0,0.1085069
2024-01-01 1:52:01 AM,9.980107,0,0,8.43099,8.38397,8.391204,-1.446759E-02,6.467014,89.27409,88.35413,0,87.65137,88.952,0,4.340278E-02
2024-01-01 1:53:01 AM,9.979383,0,0,8.412905,8.373119,8.43099,-1.808449E-02,6.503182,89.22526,87.96079,0,87.3839,88.65831,0,0.0922309
2024-01-01 1:54:01 AM,9.98083,0,0,8.391204,8.376737,8.481627,-2.893518E-02,6.539351,89.11133,87.93457,0,87.28426,88.6688,0,7.052951E-02
2024-01-01 1:55:01 AM,9.979383,0,0,8.112702,8.072916,7.892071,-1.808449E-02,5.870225,82.18316,81.16917,0,80.608,81.77752,0,8.138021E-02
2024-01-01 1:56:01 AM,9.979383,0,0,7.96441,8.015046,8.138021,-2.531829E-02,6.155961,84.53234,83.30891,0,82.71104,83.96448,0,7.052951E-02
2024-01-01 1:57:01 AM,9.979383,0,0,8.181424,8.159722,8.264612,-2.531829E-02,6.231915,86.07314,84.99765,0,84.35782,85.64272,0,5.425347E-02
2024-01-01 1:58:01 AM,9.979745,0,0,8.156105,8.156105,8.22121,-1.446759E-02,5.996817,86.46376,85.15498,0,84.55711,85.80006,0,8.680556E-02
2024-01-01 1:59:02 AM,9.980107,0,0,8.210359,8.195891,8.17419,-1.808449E-02,6.195746,86.57769,85.33855,0,84.76689,85.99411,0,5.967882E-02
2024-01-01 2:00:01 AM,9.98083,0,0,8.18504,8.195891,8.109086,-1.446759E-02,6.094473,86.6862,85.44868,0,84.89275,86.14619,0,8.680556E-02
2024-01-01 2:01:01 AM,9.979022,0,0,8.123553,8.112702,8.148871,-1.446759E-02,6.123409,86.0026,84.69871,0,84.24244,85.44868,0,6.510416E-02
2024-01-01 2:02:01 AM,9.979745,0,0,8.123553,8.123553,8.141638,-2.893518E-02,6.105324,86.01888,84.93472,0,84.31586,85.54308,0,0.0922309
2024-01-01 2:03:01 AM,9.979022,0,0,8.195891,8.195891,8.177807,-1.446759E-02,6.170428,86.36067,85.07107,0,84.57285,85.78432,0,9.765625E-02
2024-01-01 2:04:01 AM,9.979745,0,0,8.192274,8.195891,8.235678,-1.808449E-02,6.09809,86.53971,85.4749,0,84.8613,86.07802,0,8.138021E-02
2024-01-01 2:05:01 AM,9.979383,0,0,8.12717,8.159722,8.18504,-1.446759E-02,6.264468,86.15993,84.96094,0,84.36831,85.6165,0,8.138021E-02
2024-01-01 2:06:01 AM,9.979022,0,0,8.159722,8.130787,8.148871,-1.808449E-02,6.022136,86.19792,85.13401,0,84.53088,85.78432,0,8.138021E-02
2024-01-01 2:07:01 AM,9.978298,0,0,8.192274,8.159722,8.195891,-1.808449E-02,6.188513,86.33355,85.22317,0,84.70921,85.85774,0,8.680556E-02
2024-01-01 2:08:01 AM,9.979383,0,0,8.163339,8.159722,8.268229,-2.893518E-02,6.242766,86.46376,85.44868,0,84.87178,86.11472,0,5.425347E-02
2024-01-01 2:09:01 AM,9.978298,0,0,8.22121,8.163339,8.148871,-1.446759E-02,6.268085,86.59939,85.3333,0,84.76164,85.98886,0,6.510416E-02
2024-01-01 2:10:01 AM,9.978298,0,0,8.192274,8.192274,8.344184,-1.446759E-02,6.29702,86.96832,85.7581,0,85.18121,86.43465,0,0.1085069
2024-01-01 2:11:01 AM,9.979383,0,0,8.159722,8.156105,8.181424,-1.446759E-02,6.293403,86.10569,84.92422,0,84.36306,85.6165,0,8.680556E-02
2024-01-01 2:12:01 AM,9.979745,0,0,8.166956,8.159722,8.141638,-1.085069E-02,6.358507,86.06228,85.12351,0,84.49942,85.73188,0,5.967882E-02
2024-01-01 2:13:01 AM,9.978298,0,0,8.094618,8.087384,8.23206,-1.446759E-02,6.372975,86.19249,84.85605,0,84.25818,85.45916,0,5.967882E-02
2024-01-01 2:14:01 AM,9.98083,0,0,8.195891,8.156105,8.163339,-1.085069E-02,6.23915,86.3878,85.10254,0,84.51516,85.77908,0,5.967882E-02
2024-01-01 2:15:01 AM,9.980107,0,0,8.199508,8.195891,8.23206,-2.893518E-02,6.152344,86.32813,85.09205,0,84.47844,85.7581,0,8.138021E-02
2024-01-01 2:16:01 AM,9.978298,0,0,8.163339,8.112702,8.195891,-1.808449E-02,6.315104,86.14367,85.02387,0,84.37356,85.65321,0,8.680556E-02
2024-01-01 2:17:01 AM,9.979383,0,0,8.119936,8.123553,8.181424,-1.446759E-02,6.369358,86.36067,85.25987,0,84.65151,85.89445,0,8.138021E-02
2024-01-01 2:18:01 AM,9.979022,0,0,8.12717,8.119936,8.195891,-2.893518E-02,6.340423,86.19792,85.01863,0,84.46272,85.67419,0,5.967882E-02
2024-01-01 2:19:01 AM,9.978298,0,0,8.130787,8.141638,8.156105,-1.808449E-02,6.228299,86.36067,85.15498,0,84.5676,85.83677,0,8.680556E-02
2024-01-01 2:20:01 AM,9.979383,0,0,8.159722,8.159722,8.18504,-1.446759E-02,6.213831,86.15993,84.95045,0,84.3316,85.57454,0,8.138021E-02
2024-01-01 2:21:01 AM,9.979383,0,0,8.119936,8.159722,8.18504,-2.531829E-02,6.206597,86.49632,85.22317,0,84.70396,85.93642,0,8.138021E-02
2024-01-01 2:22:01 AM,9.979022,0,0,8.083768,8.040365,8.23206,-1.808449E-02,6.340423,86.31728,85.13401,0,84.54662,85.74761,0,6.510416E-02
2024-01-01 2:23:01 AM,9.978298,0,0,8.12717,8.12717,8.308015,-1.808449E-02,6.405526,86.45834,85.30708,0,84.74067,85.98886,0,9.765625E-02
2024-01-01 2:24:01 AM,9.979745,0,0,8.166956,8.130787,8.308015,-1.808449E-02,6.315104,86.06228,84.83507,0,84.22671,85.45916,0,5.967882E-02
2024-01-01 2:25:01 AM,9.979022,0,0,8.130787,8.123553,8.228443,-1.446759E-02,6.369358,86.12739,85.02387,0,84.43649,85.65845,0,5.967882E-02
2024-01-01 2:26:01 AM,9.979383,0,0,8.156105,8.195891,8.101851,-1.808449E-02,6.202981,86.31728,85.02387,0,84.42075,85.67944,0,0.1085069
2024-01-01 2:27:01 AM,9.979745,0,0,8.192274,8.159722,8.264612,-2.531829E-02,6.485099,86.44205,85.24939,0,84.67249,85.91544,0,7.052951E-02
2024-01-01 2:28:01 AM,9.979383,0,0,8.199508,8.159722,8.192274,-2.893518E-02,6.282552,86.25217,85.10779,0,84.58333,85.8053,0,8.680556E-02
2024-01-01 2:29:01 AM,9.980107,0,0,8.192274,8.17419,8.109086,-1.446759E-02,6.275319,86.18707,85.06583,0,84.4732,85.70566,0,5.967882E-02
2024-01-01 2:30:01 AM,9.979383,0,0,8.112702,8.156105,8.235678,-1.808449E-02,6.213831,86.18707,85.02912,0,84.42075,85.67419,0,6.510416E-02
2024-01-01 2:31:01 AM,9.979022,0,0,8.119936,8.123553,8.22121,-1.808449E-02,6.369358,86.48546,85.25463,0,84.73018,85.96264,0,0.0922309
2024-01-01 2:32:01 AM,9.979383,0,0,8.087384,8.119936,8.217592,-1.808449E-02,6.029369,86.13824,84.92422,0,84.44698,85.66895,0,5.425347E-02
2024-01-01 2:33:01 AM,9.979383,0,0,8.195891,8.17419,8.311632,-1.808449E-02,6.170428,86.84354,85.60601,0,85.02387,86.31402,0,0.0922309
2024-01-01 2:34:01 AM,9.979745,0,0,8.199508,8.195891,8.195891,-1.446759E-02,6.29702,86.61567,85.38049,0,84.78786,86.06228,0,9.765625E-02
2024-01-01 2:35:01 AM,9.980107,0,0,8.159722,8.159722,8.156105,-1.446759E-02,6.141493,86.55057,85.44344,0,84.898,86.12522,0,8.680556E-02
2024-01-01 2:36:01 AM,9.979745,0,0,8.159722,8.123553,8.145255,-1.446759E-02,6.195746,86.21962,84.99765,0,84.38928,85.62175,0,8.138021E-02
2024-01-01 2:37:01 AM,9.979745,0,0,8.119936,8.119936,8.141638,-1.808449E-02,6.29702,86.23589,84.96619,0,84.426,85.67944,0,0.0922309
2024-01-01 2:38:01 AM,9.979022,0,0,8.18504,8.159722,8.177807,-1.808449E-02,6.278935,86.43121,85.28085,0,84.73543,85.96788,0,8.680556E-02
2024-01-01 2:39:01 AM,9.98083,0,0,8.159722,8.159722,8.18504,-1.446759E-02,6.347656,86.33355,85.04485,0,84.55711,85.78957,0,6.510416E-02
